unix_ms,node_id,broadcast_clone_dist_cycles,process_packet_cycles,calculate_state_cycles,broadcast_clone_dist_ns,process_packet_ns,calculate_state_ns
1782678234310,0,0,181857,1752131,0.000,1136606.250,10950818.750
1782678234957,0,0,181857,1009643,0.000,1136606.250,6310268.750
1782678234967,0,0,181857,1009643,0.000,1136606.250,6310268.750
1782678234988,0,0,191725,1270635,0.000,1198281.250,7941468.750
1782678234997,0,0,191725,1270635,0.000,1198281.250,7941468.750
1782678235028,0,0,191725,416849,0.000,1198281.250,2605306.250
1782678235042,0,0,191725,416849,0.000,1198281.250,2605306.250
1782678235064,0,0,191725,417641,0.000,1198281.250,2610256.250
1782678235074,0,0,191725,417641,0.000,1198281.250,2610256.250
1782678235098,0,0,191725,1647207,0.000,1198281.250,10295043.750
1782678235109,0,0,191725,1647207,0.000,1198281.250,10295043.750
1782678235130,0,0,191725,1732445,0.000,1198281.250,10827781.250
1782678235148,0,0,191725,1732445,0.000,1198281.250,10827781.250
1782678235184,0,0,191725,398051,0.000,1198281.250,2487818.750
1782678235873,0,0,191725,398051,0.000,1198281.250,2487818.750
1782678235902,0,0,191725,477201,0.000,1198281.250,2982506.250
1782678235915,0,0,191725,477201,0.000,1198281.250,2982506.250
1782678235938,0,0,191725,398051,0.000,1198281.250,2487818.750
1782678235950,0,0,191725,398051,0.000,1198281.250,2487818.750
1782678235977,0,0,162821,417641,0.000,1017631.250,2610256.250
1782678235992,0,0,162821,417641,0.000,1017631.250,2610256.250
1782678236015,0,0,162821,1097281,0.000,1017631.250,6858006.250
1782678236028,0,0,162821,1097281,0.000,1017631.250,6858006.250
1782678236172,0,0,162821,425985,0.000,1017631.250,2662406.250
1782678236185,0,0,162821,425985,0.000,1017631.250,2662406.250
1782678236205,0,0,162821,1688439,0.000,1017631.250,10552743.750
1782678236216,0,0,162821,1688439,0.000,1017631.250,10552743.750
1782678236241,0,0,162821,1819753,0.000,1017631.250,11373456.250
1782678236789,0,0,162821,1819753,0.000,1017631.250,11373456.250
1782678236815,0,0,162821,407051,0.000,1017631.250,2544068.750
1782678236827,0,0,162821,407051,0.000,1017631.250,2544068.750
1782678236847,0,0,162821,425985,0.000,1017631.250,2662406.250
1782678236858,0,0,162821,425985,0.000,1017631.250,2662406.250
1782678237003,0,0,166985,1393839,0.000,1043656.250,8711493.750
1782678237020,0,0,166985,1393839,0.000,1043656.250,8711493.750
1782678237042,0,0,166985,426547,0.000,1043656.250,2665918.750
1782678237054,0,0,166985,426547,0.000,1043656.250,2665918.750
1782678237075,0,0,166985,1575741,0.000,1043656.250,9848381.250
1782678237083,0,0,166985,1575741,0.000,1043656.250,9848381.250
1782678237111,0,0,166985,1645585,0.000,1043656.250,10284906.250
1782678237122,0,0,166985,1645585,0.000,1043656.250,10284906.250
1782678237153,0,0,166985,1973609,0.000,1043656.250,12335056.250
1782678237711,0,0,166985,1973609,0.000,1043656.250,12335056.250
1782678237850,0,0,166985,407373,0.000,1043656.250,2546081.250
1782678237863,0,0,166985,407373,0.000,1043656.250,2546081.250
1782678237892,0,0,166985,466933,0.000,1043656.250,2918331.250
1782678237906,0,0,195271,466933,0.000,1220443.750,2918331.250
1782678237934,0,0,162697,435767,0.000,1016856.250,2723543.750
1782678237949,0,0,162697,435767,0.000,1016856.250,2723543.750
1782678237972,0,0,162697,588379,0.000,1016856.250,3677368.750
1782678237983,0,0,162697,588379,0.000,1016856.250,3677368.750
1782678238007,0,0,162697,1832757,0.000,1016856.250,11454731.250
1782678238019,0,0,162697,1832757,0.000,1016856.250,11454731.250
1782678238047,0,0,162697,1726779,0.000,1016856.250,10792368.750
1782678238063,0,0,162697,1726779,0.000,1016856.250,10792368.750
1782678238735,0,0,162697,1235029,0.000,1016856.250,7718931.250
1782678238746,0,0,162697,1235029,0.000,1016856.250,7718931.250
1782678238769,0,0,162697,469169,0.000,1016856.250,2932306.250
1782678238783,0,0,162697,469169,0.000,1016856.250,2932306.250
1782678238812,0,0,162697,446889,0.000,1016856.250,2793056.250
1782678238823,0,0,162697,446889,0.000,1016856.250,2793056.250
1782678238849,0,0,162697,446733,0.000,1016856.250,2792081.250
1782678238861,0,0,162697,446733,0.000,1016856.250,2792081.250
1782678238885,0,0,180099,1920815,0.000,1125618.750,12005093.750
1782678238900,0,0,180099,1920815,0.000,1125618.750,12005093.750
